RecordedDate,response_id,Q1_a,Q1_b,Q1_c,Q1_d,Q1_e,Q2_a,Q2_b,Q2_c,Q2_d,Q2_e,Q3_a,Q3_b,Q3_c,Q4_a,Q4_b,Q4_c,Q5_a,Q5_b,Q6_a,Q6_b,Q7_a,Q7_b,Q7_c,Q7_d,Q7_e,Q8_a,Q8_b,Q8_c,Q8_d,Q8_e,Q10,Q11_a,Q11_b,Q11_c,Q11_d,Q12_a,Q12_b,Q12_c,Q12_d,wave,Q17,Q18,Q19,Q20,t_c
5/23/22 16:22,91,4,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,1,,,,,
3/17/22 11:37,92,6,7,7,7,6,6,7,7,7,7,7,6,6,7,6,6,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,6,7,7,4,6,7,7,4,1,,,,,
7/5/22 15:24,92,5,7,7,4,7,5,7,7,4,7,,,,,,,1,3,1,1,2,1,1,1,3,2,1,1,1,3,5,5,7,7,7,5,7,7,7,3,,,,,1
3/23/22 21:35,93,5,4,3,5,6,4,6,6,7,7,6,5,6,6,6,6,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,5,5,6,2,7,7,3,1,,,,,
4/24/22 14:04,93,6,6,6,6,5,6,6,6,6,5,7,6,6,7,6,6,,,,,,,,,,,,,,,,5,7,7,6,5,7,7,6,2,Good,Good,6,6,
7/5/22 13:25,93,5,5,5,5,5,5,5,5,5,5,,,,,,,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,4,5,6,6,4,6,6,6,3,,,,,1
5/23/22 17:34,94,5,6,7,6,6,5,6,6,7,6,7,6,6,7,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,4,4,6,7,4,1,,,,,
3/23/22 11:10,95,5,4,5,5,5,3,4,3,3,3,7,6,5,7,6,6,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,6,6,5,5,6,7,7,5,1,,,,,
4/14/22 16:08,96,6,6,7,7,6,6,6,7,7,6,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,6,6,3,6,6,6,1,,,,,
4/20/22 10:42,96,7,6,6,7,6,7,6,6,7,6,7,7,6,7,6,6,,,,,,,,,,,,,,,,6,7,7,6,6,7,7,6,2,Excellent,Good,6,6,
7/15/22 15:11,96,6,6,6,6,6,6,6,6,6,6,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,7,4,7,7,7,3,,,,,1
4/1/22 12:53,97,7,7,7,7,7,7,7,7,7,7,6,7,7,6,7,7,1,1,1,1,,,,,,,,,,,,7,7,7,7,7,7,7,7,1,,,,,
4/23/22 11:38,97,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,7,7,5,7,7,7,5,2,Average,Good,6,1,
7/12/22 11:21,98,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,7,7,7,7,7,7,7,7,1,,,,,
7/12/22 8:37,98,6,5,7,7,7,6,5,7,7,7,,,,,,,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,5,7,7,7,7,7,7,7,3,,,,,0
7/13/22 16:30,99,5,6,6,7,7,5,6,6,7,7,,,,,,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,6,6,6,3,,,,,0
4/21/22 13:27,100,5,5,6,6,6,5,6,7,7,6,7,7,7,7,7,7,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,6,7,7,7,6,7,7,7,1,,,,,
6/1/22 15:29,101,5,5,7,1,2,5,3,7,6,5,5,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,2,2,1,,,,,
6/7/22 14:20,101,5,6,6,6,6,5,6,7,7,5,7,7,7,7,7,7,,,,,,,,,,,,,,,,6,7,5,7,6,7,7,7,2,Good,Good,6,4,
7/11/22 11:33,101,7,6,7,5,5,7,6,7,5,5,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,6,1,7,6,3,3,,,,,1
4/21/22 8:18,102,6,6,7,6,6,6,6,6,6,6,6,6,6,7,7,7,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,6,6,6,6,7,7,7,7,1,,,,,
3/23/22 9:59,103,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,6,5,6,6,6,1,,,,,
4/22/22 16:33,103,6,6,6,6,6,6,6,6,6,6,4,6,6,4,6,6,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,2,Good,Good,6,6,
7/29/22 17:11,104,5,3,4,5,6,5,2,5,6,4,6,7,5,7,6,5,,,,,,,,,,,,,,,,5,6,5,5,5,7,7,5,2,Good,Good,6,6,
5/24/22 10:30,105,5,3,5,4,4,5,4,4,5,5,5,7,5,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,5,5,4,4,5,1,,,,,
3/31/22 14:36,106,6,6,6,6,6,,,,,,,,,,,,3,4,1,1,2,1,1,1,2,,,,,,,,,,,,,,,1,,,,,
7/5/22 13:28,106,6,5,6,6,6,6,5,6,7,6,,,,,,,3,3,1,2,2,1,1,1,1,1,1,1,1,1,3,7,6,6,6,7,6,6,6,3,,,,,1
8/3/22 14:58,107,2,2,7,7,6,3,4,7,6,7,6,6,5,6,6,6,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,4,7,7,4,6,7,7,5,1,,,,,
7/5/22 14:29,107,4,5,6,7,7,5,5,5,5,7,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,7,7,5,7,7,7,3,,,,,0
8/23/22 14:29,108,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,1,,,,,
8/24/22 15:19,108,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,7,7,7,4,7,7,7,2,Excellent,Average,7,7,
7/5/22 14:05,108,7,7,7,7,7,7,7,7,7,7,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,3,7,7,7,3,,,,,0
8/30/22 14:33,109,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,7,7,7,7,1,,,,,
6/3/22 15:53,110,6,6,5,7,6,6,6,6,7,7,7,7,7,7,7,7,2,2,1,1,2,2,2,1,2,2,1,1,1,1,5,5,7,7,7,7,7,7,7,1,,,,,
6/17/22 17:15,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,7,6,7,7,7,2,,,,,
7/11/22 14:22,110,6,6,6,6,6,6,6,6,6,6,,,,,,,1,1,1,1,2,1,1,1,3,2,1,1,1,3,3,4,4,7,7,4,4,7,7,3,,,,,1
5/24/22 12:24,111,6,6,6,6,6,6,5,7,7,7,5,5,5,4,6,6,1,2,1,1,7,7,7,7,7,7,7,7,7,7,1,5,6,7,5,5,5,6,7,1,,,,,
5/25/22 12:46,112,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,6,7,7,7,6,7,7,7,2,Good,Average,7,4,
8/1/22 9:59,113,3,4,4,5,5,3,4,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,6,6,2,5,6,6,1,,,,,
8/9/22 11:07,113,4,4,5,5,7,4,4,5,5,7,5,3,4,5,3,5,,,,,,,,,,,,,,,,4,5,7,7,4,5,7,7,2,Average,Average,4,4,
7/11/22 12:19,113,3,4,5,5,7,3,4,5,6,7,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,6,7,4,5,6,7,3,,,,,0
8/30/22 12:55,114,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,Excellent,Excellent,7,7,
8/5/22 11:48,115,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,,1,,,,,,,,,1,,,,,,,,,1,,,,,
8/11/22 12:20,115,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,Excellent,Good,1,4,
6/6/22 20:29,116,7,7,5,7,7,6,4,4,7,7,5,5,7,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,4,6,2,5,4,6,1,,,,,
7/11/22 13:58,116,5,6,5,5,6,5,5,5,5,5,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,6,6,6,3,,,,,1
6/3/22 15:56,117,6,6,6,6,6,6,6,6,6,6,7,6,7,7,6,7,,,,,,,,,,,,,,,,3,7,7,6,3,7,7,7,2,Excellent,Excellent,7,7,
7/26/22 12:12,118,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,2,Good,Good,4,6,
7/21/22 9:52,118,6,6,6,6,6,6,6,6,6,6,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,,,,,0
6/6/22 9:17,119,1,4,5,5,5,1,4,5,5,5,7,4,4,7,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,7,7,7,4,7,7,7,1,,,,,
8/23/22 10:00,120,2,3,3,3,3,2,2,2,2,3,2,7,7,3,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,5,5,5,5,5,5,6,1,,,,,
8/24/22 15:24,120,3,4,4,3,3,3,4,4,3,3,4,6,5,4,5,5,,,,,,,,,,,,,,,,4,4,5,5,4,4,5,5,2,Excellent,Excellent,6,6,
8/17/22 10:42,121,6,6,7,7,7,6,6,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Good,Good,7,6,
8/30/22 16:47,122,6,3,5,7,5,6,3,5,7,5,7,3,7,7,3,7,,,,,,,,,,,,,,,,7,7,7,6,7,7,7,6,2,Excellent,Good,4,4,
8/4/22 12:00,123,5,7,6,6,7,5,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,,,,,,1,4,5,6,4,5,5,6,6,1,,,,,
8/2/22 11:37,124,4,5,5,5,6,4,7,7,7,7,7,7,7,7,7,7,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,6,4,4,4,6,4,4,4,1,,,,,
8/15/22 12:04,124,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Good,Good,6,6,
3/21/22 12:19,125,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,2,6,1,2,1,1,1,1,2,2,1,1,1,2,2,6,6,6,6,6,6,6,6,1,,,,,
4/14/22 14:51,126,5,5,5,6,4,4,5,5,6,4,6,5,5,6,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,6,6,6,4,7,7,6,1,,,,,
4/20/22 10:32,126,5,5,6,6,5,5,6,6,6,6,7,6,6,6,6,6,,,,,,,,,,,,,,,,4,7,7,6,4,7,7,6,2,Good,Average,6,4,
4/15/22 13:50,127,3,3,6,3,6,3,5,6,5,7,6,3,5,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
3/23/22 9:52,128,6,6,6,6,6,6,6,6,6,6,6,5,5,6,5,5,1,2,1,1,1,1,1,2,1,1,1,1,1,2,5,3,3,6,6,3,6,6,6,1,,,,,
4/20/22 9:42,128,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,3,7,7,5,2,7,7,5,2,Average,Average,6,6,
5/10/22 17:03,129,4,2,4,6,6,4,2,3,6,6,6,1,1,6,1,1,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,1,,,,,
7/5/22 13:01,129,2,1,2,4,5,2,1,5,5,5,,,,,,,4,4,1,1,2,3,2,1,2,1,1,1,1,1,2,6,7,7,7,7,7,7,7,3,,,,,1
6/6/22 15:11,130,2,5,6,6,5,2,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,6,3,3,7,7,3,1,,,,,
8/30/22 17:17,130,5,6,6,6,6,6,7,7,6,5,7,6,6,7,6,6,,,,,,,,,,,,,,,,3,6,6,3,3,7,7,3,2,Average,Average,4,4,
7/5/22 17:20,130,5,5,5,6,5,6,7,7,7,5,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,7,3,2,7,7,3,3,,,,,0
5/13/22 8:40,131,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,,,,,,,,,,,,7,7,7,7,7,7,7,7,1,,,,,
7/11/22 11:39,131,6,7,7,5,4,6,7,7,5,4,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,2,1,3,7,3,2,3,,,,,1
8/30/22 16:44,132,7,5,6,7,6,7,7,6,7,6,6,7,6,6,6,6,,,,,,,,,,,,,,,,5,6,7,6,6,7,7,7,2,Good,Excellent,7,7,
7/11/22 13:23,133,3,3,3,3,3,3,3,3,3,3,,,,,,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,5,5,7,7,5,3,,,,,1
8/16/22 12:02,134,5,5,7,6,7,5,6,7,6,7,5,5,5,5,5,5,,,,,,,,,,,,,,,,4,7,7,7,4,7,7,7,2,Excellent,Excellent,7,7,
3/30/22 14:19,135,6,6,6,6,6,6,5,6,7,6,6,5,5,7,7,7,3,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,,,,,
8/17/22 11:55,136,6,6,6,6,6,6,6,6,6,6,5,5,6,5,5,6,,,,,,,,,,,,,,,,4,6,6,6,5,6,6,6,2,Excellent,Excellent,6,6,
8/1/22 11:20,137,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,4,6,6,6,6,6,6,6,2,Good,Good,6,6,
7/11/22 11:41,137,6,6,6,6,6,6,6,6,6,6,,,,,,,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,6,6,6,6,6,6,6,3,,,,,0
6/9/22 9:58,138,7,6,6,6,6,7,6,6,6,6,6,7,7,7,7,7,1,2,1,1,3,1,1,1,1,3,1,1,1,1,1,6,7,7,7,6,6,6,6,1,,,,,
6/21/22 20:35,138,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,2,Excellent,Excellent,7,7,
7/18/22 8:15,138,6,7,7,7,7,7,7,7,7,7,,,,,,,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,,,,,1
6/14/22 13:53,139,5,5,6,6,5,6,6,6,6,5,6,2,3,6,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,4,5,7,7,4,1,,,,,
6/6/22 13:21,140,3,3,4,7,7,2,2,4,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
7/11/22 15:13,140,3,3,6,7,7,3,4,5,7,7,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,0
8/16/22 12:06,141,6,5,5,7,5,6,5,5,7,5,6,6,5,6,6,5,,,,,,,,,,,,,,,,4,6,7,6,4,6,7,6,2,Excellent,Excellent,6,6,
7/8/22 18:25,141,5,2,2,7,6,5,1,1,7,6,,,,,,,2,3,1,1,1,1,1,1,2,1,1,1,1,1,2,1,6,7,7,1,5,7,7,3,,,,,0
7/11/22 14:11,142,6,6,6,6,6,6,6,6,6,6,,,,,,,3,3,1,1,1,2,1,1,1,1,1,1,1,1,2,7,7,7,7,7,7,7,7,3,,,,,1
7/12/22 13:53,143,4,4,5,6,5,5,6,6,6,5,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,6,5,6,6,6,1,,,,,
5/24/22 9:34,144,5,5,4,6,5,4,3,6,5,4,5,5,5,5,5,4,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,5,2,6,6,6,6,6,6,1,,,,,
5/25/22 9:50,144,6,5,5,6,5,6,5,5,5,5,6,6,6,6,6,6,,,,,,,,,,,,,,,,5,5,5,5,6,6,6,6,2,Good,Average,6,6,
7/5/22 16:02,144,6,6,6,6,6,6,6,6,6,6,,,,,,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,7,7,7,7,7,7,7,7,3,,,,,1
7/13/22 15:55,145,5,6,6,6,6,5,6,6,6,6,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,0
8/25/22 9:03,146,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,6,4,7,7,6,1,,,,,
8/25/22 14:00,146,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Excellent,Excellent,7,7,
7/5/22 15:49,146,7,7,7,7,7,7,7,7,7,7,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,,,,,0
8/12/22 14:19,147,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Excellent,Excellent,7,7,
8/22/22 9:22,148,6,2,2,2,2,6,2,2,2,2,6,3,5,6,3,5,2,3,2,3,2,1,1,1,2,2,1,1,1,2,3,2,6,6,6,4,6,6,6,1,,,,,
5/27/22 11:31,149,4,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,1,1,1,1,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,,,
5/6/22 10:56,150,6,6,5,7,6,6,6,5,7,6,7,7,7,7,7,7,1,2,1,1,2,1,1,1,4,2,1,1,1,4,5,7,7,7,7,7,7,7,7,1,,,,,
7/11/22 11:29,150,5,6,6,7,6,5,6,6,7,6,,,,,,,1,2,1,1,2,1,1,1,5,2,1,1,1,5,5,6,7,7,6,6,7,7,6,3,,,,,1
8/2/22 12:36,151,4,4,4,6,5,3,2,4,5,5,6,6,6,6,7,6,,,,,,,,,,,,,,,,5,6,7,6,5,7,7,6,2,Average,Average,4,2,
8/1/22 9:26,152,3,5,5,3,6,2,3,2,5,6,7,6,6,7,6,6,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,5,6,5,6,5,6,6,6,1,,,,,
8/2/22 11:47,152,6,5,5,6,5,6,5,5,6,5,7,6,6,7,6,6,,,,,,,,,,,,,,,,6,6,7,6,6,6,7,6,2,Good,Good,6,6,
7/25/22 14:16,152,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,3,,,,,0
5/24/22 7:54,153,2,1,1,2,1,2,1,1,2,1,6,2,2,6,2,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,6,2,2,6,6,2,1,,,,,
5/25/22 7:53,153,5,3,3,3,2,3,3,2,3,2,6,3,5,5,3,3,,,,,,,,,,,,,,,,2,5,6,3,2,6,7,2,2,Excellent,Good,4,4,
8/4/22 13:56,154,4,5,5,5,5,4,5,5,5,6,6,5,6,6,5,6,,,,,,,,,,,,,,,,2,6,6,6,4,6,6,5,2,Excellent,Good,4,7,
4/13/22 9:21,155,5,5,5,6,6,5,6,6,6,6,6,5,6,6,5,6,1,1,1,1,3,1,1,1,3,3,1,1,1,3,2,6,6,6,6,6,6,6,6,1,,,,,
4/18/22 9:21,155,5,5,5,6,6,5,5,5,6,6,7,6,6,6,6,6,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,2,Good,Excellent,6,6,
5/25/22 13:08,156,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,5,7,7,7,5,7,7,7,2,Excellent,Excellent,7,7,
8/3/22 16:13,157,6,6,7,6,6,6,7,7,6,6,7,5,7,7,6,6,1,2,1,1,2,1,1,2,1,2,1,1,2,1,5,5,7,5,7,7,7,7,7,1,,,,,
6/6/22 12:52,158,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,1,7,7,7,1,,,,,
6/20/22 17:41,158,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Excellent,Excellent,7,7,
7/13/22 9:41,158,7,7,7,7,7,7,7,7,7,7,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,7,7,7,7,7,3,,,,,1
6/7/22 15:40,159,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,4,7,7,7,4,7,7,7,2,Average,Average,6,4,
3/18/22 13:21,160,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,6,7,7,7,1,,,,,
8/12/22 11:30,160,6,7,7,7,7,6,7,7,7,7,7,6,6,7,6,6,,,,,,,,,,,,,,,,5,7,7,7,5,7,7,7,2,Excellent,Excellent,7,6,
7/29/22 9:07,161,4,5,5,5,2,3,5,5,5,2,6,5,3,6,5,3,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,2,4,4,2,2,4,4,2,1,,,,,
8/15/22 10:29,161,5,4,5,5,5,5,4,5,5,5,6,3,5,6,3,5,,,,,,,,,,,,,,,,2,5,6,5,2,5,6,5,2,Good,Average,2,2,
8/10/22 11:56,162,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,5,6,6,6,6,6,6,6,2,Good,Good,6,6,
6/6/22 11:58,163,4,6,5,6,3,6,6,6,5,5,7,5,6,7,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,6,5,5,7,7,6,1,,,,,
7/29/22 10:06,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,0
8/1/22 9:09,164,6,7,7,7,7,6,7,7,7,7,6,6,6,6,6,6,,,,,,,,,,,,,,,,6,7,7,7,6,7,7,7,2,Excellent,Excellent,7,7,
7/12/22 12:32,164,7,7,7,7,7,7,7,7,7,7,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,7,7,6,6,7,7,3,,,,,0
8/8/22 12:25,165,3,3,6,6,6,3,5,6,6,6,7,3,5,7,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,7,7,7,5,7,7,7,1,,,,,
8/22/22 13:33,165,6,5,7,7,6,5,5,7,7,7,7,6,6,7,6,6,,,,,,,,,,,,,,,,5,7,7,7,5,7,7,7,2,Good,Good,6,7,
8/23/22 10:22,166,4,5,5,5,5,4,4,4,5,5,7,5,6,7,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,4,4,7,7,4,1,,,,,
8/23/22 16:51,166,7,6,7,7,7,7,6,7,7,7,7,6,6,7,6,6,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Excellent,Excellent,7,6,
7/11/22 16:28,166,6,5,5,6,6,6,4,4,7,6,,,,,,,1,3,1,1,1,1,1,1,2,1,1,1,1,1,2,7,7,7,7,7,6,7,7,3,,,,,0
4/22/22 10:17,167,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,7,7,7,7,7,7,7,7,1,,,,,
4/22/22 17:01,167,5,6,7,5,7,5,7,7,5,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Excellent,Excellent,7,7,
8/22/22 7:56,168,7,7,7,7,5,7,7,7,6,5,6,6,5,6,5,6,1,2,3,2,1,1,1,1,3,1,1,1,1,2,2,5,5,5,6,6,5,5,5,1,,,,,
7/14/22 10:05,168,7,5,7,7,6,7,6,6,6,6,,,,,,,2,1,1,1,2,1,1,1,3,1,1,1,1,2,2,5,5,5,6,5,5,5,6,3,,,,,0
4/11/22 12:23,169,5,6,5,6,6,5,5,6,6,6,7,7,7,7,7,7,3,2,1,1,1,1,1,1,2,1,1,1,1,1,2,7,7,7,7,7,7,7,7,1,,,,,
4/21/22 16:24,169,7,6,7,7,7,7,6,7,7,7,7,6,6,7,6,6,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Excellent,Excellent,7,7,
7/25/22 11:15,169,,,,,,,,,,,,,,,,,2,3,1,1,,,,,,,,,,,,,,,,,,,,3,,,,,1
3/23/22 10:21,170,6,4,7,6,7,6,5,5,7,7,7,7,7,7,7,7,2,2,1,1,2,2,1,2,2,1,1,1,1,1,2,6,7,7,7,7,7,7,7,1,,,,,
7/8/22 11:06,170,6,6,6,6,6,6,6,6,6,6,,,,,,,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,,,,,1
4/22/22 11:24,171,6,6,6,6,6,6,6,6,6,6,7,6,6,7,6,6,1,1,1,1,2,1,1,1,2,2,1,1,1,2,5,4,7,7,6,4,7,7,7,1,,,,,
7/6/22 7:54,171,6,6,6,6,6,6,6,6,6,6,,,,,,,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,7,6,7,2,6,5,3,,,,,1
4/20/22 11:17,172,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,7,7,4,6,7,7,1,,,,,
6/8/22 12:51,173,6,6,6,6,6,6,6,6,6,6,7,6,6,7,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,7,4,2,7,7,4,1,,,,,
7/15/22 17:31,173,6,6,6,7,7,6,6,6,7,7,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,7,6,2,7,7,6,3,,,,,1
7/18/22 7:51,174,5,6,7,7,6,6,6,6,6,6,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,3,,,,,0
8/23/22 12:24,175,6,6,6,6,4,6,6,6,6,4,6,6,6,6,6,6,,,,,,,,,,,,,,,,1,6,6,5,2,6,6,6,2,Average,Average,6,4,
4/6/22 9:50,176,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Excellent,Excellent,7,7,
8/5/22 17:40,177,6,5,6,5,6,5,6,5,5,6,7,6,6,7,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,7,7,7,7,7,7,6,1,,,,,
8/5/22 10:35,178,6,6,6,7,7,6,6,6,7,7,6,6,6,6,6,6,,,,,,,,,,,,,,,,6,6,7,7,6,6,7,7,2,Excellent,Excellent,7,7,
7/8/22 11:11,179,6,7,7,6,7,6,7,7,6,6,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,6,6,6,5,6,6,6,3,,,,,0
6/2/22 13:07,180,6,6,7,7,6,6,6,7,7,6,7,7,7,7,7,7,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,5,7,7,4,5,7,7,4,1,,,,,
